video_id,query_id,query_text,automatic_anchor,mode,time,detector_score,crop_score,x0,y0,x1,y1,mask_area,sam_x0,sam_y0,sam_x1,sam_y1,masked_crop_score,expected_color,color_score,track_id,center_x_norm,center_y_norm,width,height,area,dx,dy,speed,delta_area,track_stability
video_01,q004,a white pickup truck is stationary,a white pickup truck,presence,0.0,0.690759003162384,0.17438830435276031,752.2915649414062,402.9509582519531,822.6539306640625,451.5168762207031,2273,754.0,405.0,820.0,450.0,0.16880804300308228,white,0.1636603607567092,1.0,0.6152130842208863,0.5933804406060113,70.36236572265625,48.56591796875,3417.2128817737103,,,,,
video_01,q005,a train is stationary,a train,presence,0.0,0.25360000133514404,0.01594102382659912,750.1475830078125,399.7458801269531,825.5609130859375,453.125,2314,754.0,404.0,821.0,450.0,0.012646974064409733,,,1.0,0.615511131286621,0.5922714445326064,75.413330078125,53.379119873046875,4025.497186265886,,,,,
video_01,q006,a gray car is stationary behind a lamppost,a gray car,presence,0.0,0.37712422013282776,0.12395476549863815,733.153076171875,659.0720825195312,863.568115234375,717.0858154296875,5939,732.0,660.0,862.0,720.0,0.10807119309902191,gray,0.4706179491496885,1.0,0.6237192153930664,0.9556652069091797,130.4150390625,58.01373291015625,7565.863243639469,,,,,
video_01,q004,a white pickup truck is stationary,a white pickup truck,presence,0.5,0.6452971696853638,0.16970661282539368,762.56982421875,399.5581970214844,829.3779907226562,447.130126953125,2112,764.0,402.0,827.0,447.0,0.16608043015003204,white,0.16193181818181818,1.0,0.6218546152114868,0.5879780027601454,66.80816650390625,47.571929931640625,3178.1934157852083,0.006641530990600497,-0.005402437845865804,0.017122647993526,-239.0194659885019,0.983165601486405
video_01,q005,a train is stationary,a train,presence,0.5,0.2683219909667969,0.022109728306531906,761.3896484375,395.96417236328125,830.5288696289062,449.3433837890625,2128,764.0,402.0,827.0,447.0,0.013951759785413742,,,1.0,0.6218431711196899,0.5870191362169054,69.13922119140625,53.37921142578125,3690.5971057899296,0.006332039833068848,-0.005252308315701004,0.016453749857190912,-334.9000804759562,0.9838125936772799
video_01,q006,a gray car is stationary behind a lamppost,a gray car,presence,0.5,0.3344269096851349,0.13486580550670624,650.1453857421875,443.8742980957031,764.6817016601562,490.4154052734375,3536,651.0,446.0,762.0,490.0,0.1215752363204956,gray,0.7242647058823529,2.0,0.5526668310165406,0.6488122940063477,114.53631591796875,46.541107177734375,5330.646954881027,,,,,
video_01,q004,a white pickup truck is stationary,a white pickup truck,presence,1.0,0.7238839864730835,0.17346328496932983,769.7462158203125,396.6825256347656,835.6492919921875,442.8998718261719,2032,772.0,399.0,833.0,443.0,0.16486263275146484,white,0.17519685039370078,1.0,0.6271076202392578,0.5830433315700955,65.903076171875,46.21734619140625,3045.865286514163,0.0052530050277710405,-0.004934671190049977,0.014414581724864178,-132.32812927104533,0.9844761743683319
video_01,q005,a train is stationary,a train,presence,1.0,0.0,,,,,,0,,,,,,,,,,,,,,,,,,
video_01,q006,a gray car is stationary behind a lamppost,a gray car,presence,1.0,0.35638049244880676,0.1355293244123459,649.6471557617188,443.59954833984375,763.537353515625,490.28045654296875,3507,650.0,446.0,761.0,490.0,0.12041305750608444,gray,0.7142857142857143,2.0,0.5520251989364624,0.6485277811686198,113.89019775390625,46.680908203125,5316.497866585851,-0.0006416320800781694,-0.0002845128377279016,0.0014037653379641794,-14.149088295176625,0.9985982024568377
video_01,q004,a white pickup truck is stationary,a white pickup truck,presence,1.5,0.5713632106781006,0.1730991005897522,779.6298828125,393.1871643066406,844.05859375,439.7212219238281,1984,780.0,396.0,842.0,439.0,0.16591550409793854,white,0.1663306451612903,1.0,0.6342533111572266,0.5784086015489366,64.4287109375,46.5340576171875,2998.1293469667435,0.007145690917968794,-0.004634730021158884,0.017034273810664562,-47.73593954741955,0.9840674547167982
video_01,q005,a train is stationary,a train,presence,1.5,0.0,,,,,,0,,,,,,,,,,,,,,,,,,
video_01,q006,a gray car is stationary behind a lamppost,a gray car,presence,1.5,0.35837113857269287,0.13556444644927979,649.2799072265625,443.5219421386719,763.531982421875,490.3279724121094,3499,650.0,446.0,761.0,490.0,0.12085157632827759,gray,0.7116318948270934,2.0,0.5518796443939209,0.6485068851047092,114.2520751953125,46.8060302734375,5347.686090394855,-0.0001455545425415039,-2.0896063910536e-05,0.00029409366087299244,31.18822380900383,0.9991517905705878
video_01,q004,a white pickup truck is stationary,a white pickup truck,presence,2.0,0.7416484951972961,0.17517678439617157,785.4613647460938,390.3771057128906,852.3623046875,435.6268005371094,1981,788.0,393.0,850.0,436.0,0.17376291751861572,white,0.16658253407370016,1.0,0.6397748708724975,0.5736138237847223,66.90093994140625,45.24969482421875,3027.24711580202,0.005521559715270907,-0.004794777764214331,0.014625664497383593,29.117768835276365,0.9844464431793413
video_01,q005,a train is stationary,a train,presence,2.0,0.0,,,,,,0,,,,,,,,,,,,,,,,,,
video_01,q006,a gray car is stationary behind a lamppost,a gray car,presence,2.0,0.3482097387313843,0.08928483724594116,642.3170166015625,497.2696228027344,781.2579345703125,554.0932006835938,4527,643.0,499.0,780.0,553.0,0.09271406382322311,gray,0.641263529931522,2.0,0.5560839653015137,0.7301130718655057,138.94091796875,56.823577880859375,7895.120073035359,0.004204320907592818,0.08160618676079645,0.16342883505589842,2547.433982640505,0.9478293572371356
video_01,q004,a white pickup truck is stationary,a white pickup truck,presence,2.5,0.7238965630531311,0.1808742731809616,796.5774536132812,386.9044494628906,863.8416748046875,431.3152160644531,1930,799.0,390.0,862.0,431.0,0.17086127400398254,white,0.161139896373057,1.0,0.6486012220382691,0.5682081010606553,67.26422119140625,44.4107666015625,2987.2556279674172,0.008826351165771573,-0.005405722724066919,0.020700368409379645,-39.991487834602594,0.9834973982393367
video_01,q005,a train is stationary,a train,presence,2.5,0.0,,,,,,0,,,,,,,,,,,,,,,,,,
video_01,q006,a gray car is stationary behind a lamppost,a gray car,presence,2.5,0.3540523052215576,0.08891699463129044,642.19287109375,497.373046875,781.1398315429688,554.01123046875,4498,643.0,499.0,780.0,553.0,0.09305892884731293,gray,0.6422854602045354,2.0,0.5559893369674682,0.7301279703776041,138.94696044921875,56.63818359375,7869.7034557163715,-9.462833404549897e-05,1.489851209846016e-05,0.00019158796691832715,-25.416617318987846,0.9603107683906892
video_01,q004,a white pickup truck is stationary,a white pickup truck,presence,3.0,0.7421534657478333,0.17635782063007355,808.1898193359375,384.0382080078125,876.249267578125,427.698486328125,1922,811.0,387.0,874.0,427.0,0.1709935963153839,white,0.1586888657648283,1.0,0.6579840183258057,0.56370603773329,68.0594482421875,43.6602783203125,2971.4944525808096,0.009382796287536577,-0.004502063327365358,0.020813979953581026,-15.761175386607647,0.9828474259417044
video_01,q005,a train is stationary,a train,presence,3.0,0.0,,,,,,0,,,,,,,,,,,,,,,,,,
video_01,q006,a gray car is stationary behind a lamppost,a gray car,presence,3.0,0.35211077332496643,0.13503579795360565,654.1744384765625,443.2539367675781,766.5966186523438,489.6998291015625,3509,656.0,446.0,765.0,489.0,0.11816347390413284,gray,0.713308634938729,2.0,0.554988694190979,0.6478845596313476,112.42218017578125,46.445892333984375,5221.5484763961285,-0.0010006427764892578,-0.08224341074625652,0.16449899570688695,-2648.154979320243,0.9381184643783693
video_01,q004,a white pickup truck is stationary,a white pickup truck,presence,3.5,0.6807219982147217,0.17254681885242462,819.7523193359375,381.9325256347656,888.5450439453125,424.1252746582031,1891,823.0,384.0,887.0,423.0,0.1693369299173355,white,0.1570597567424643,1.0,0.6673036575317383,0.5597623613145616,68.792724609375,42.1927490234375,2902.554164081812,0.009319639205932595,-0.003943676418728392,0.020239393135604668,-68.94028849899769,0.9824629094134582
video_01,q005,a train is stationary,a train,presence,3.5,0.0,,,,,,0,,,,,,,,,,,,,,,,,,
