video_id,query_id,query_text,time,detector_score,crop_score,detector_z,crop_z,fused_score,x0,y0,x1,y1,mask_area,sam_x0,sam_y0,sam_x1,sam_y1,masked_crop_score,expected_color,color_score,track_id,center_x_norm,center_y_norm,width,height,area,dx,dy,speed,delta_area,track_stability
video_01,q001,a man with a red backpack,0.0,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,0.5,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,1.0,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,1.5,0.28072845935821533,0.08526526391506195,1.5688042640686035,0.43002861738204956,0.8570694923400879,390.72540283203125,701.3405151367188,409.1154479980469,717.840087890625,202,391.0,702.0,408.0,720.0,0.10100612044334412,red,0.6831682920455933,1.0,0.31243783235549927,0.9855420854356554,18.390045166015625,16.49957275390625,303.42788816429675,,,,,
video_01,q001,a man with a red backpack,2.0,0.25359973311424255,0.08235181868076324,1.3578945398330688,0.32927271723747253,0.7150059342384338,421.7691345214844,697.0994873046875,440.5550842285156,717.2581176757812,324,422.0,697.0,440.0,720.0,0.10975925624370575,red,0.8703703880310059,1.0,0.33684539794921875,0.9821927812364366,18.78594970703125,20.15863037109375,378.6990163139999,0.024407565593719482,-0.00334930419921875,0.049272592658824985,75.27112814970315,0.9530411896741059
video_01,q001,a man with a red backpack,2.5,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,3.0,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,3.5,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,4.0,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,4.5,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,5.0,0.25500035285949707,0.09702524542808533,1.3687834739685059,0.8367249965667725,1.0362470149993896,579.7703857421875,650.2560424804688,599.5115356445312,677.2593994140625,374,582.0,649.0,600.0,677.0,0.11448498070240021,red,0.7272727489471436,1.0,0.460657000541687,0.9218857235378689,19.74114990234375,27.00335693359375,533.0773170925677,0.12381160259246826,-0.0603070576985677,0.04590600801247608,154.3783007785678,0.9545725597613466
video_01,q001,a man with a red backpack,5.5,0.2577704191207886,0.10867591947317123,1.3903191089630127,1.2396411895751953,1.2961454391479492,603.0736694335938,642.6964111328125,622.0255126953125,665.5304565429688,330,605.0,641.0,622.0,667.0,0.06583583354949951,red,0.8030303120613098,1.0,0.478554368019104,0.9084908803304036,18.95184326171875,22.83404541015625,432.7472496442497,0.017897367477416992,-0.013394843207465312,0.0447096225514948,-100.330067448318,0.9554480244907527
video_01,q001,a man with a red backpack,6.0,0.27037084102630615,0.10615985840559006,1.488279938697815,1.1526280641555786,1.2784974575042725,624.3814697265625,635.1766357421875,641.9114990234375,656.13720703125,313,626.0,634.0,643.0,658.0,0.10174518823623657,red,0.7827476263046265,1.0,0.49464569091796873,0.8967457241482205,17.530029296875,20.9605712890625,367.4394287765026,0.016091322898864724,-0.01174515618218308,0.039843662802478474,-65.30782086774707,0.9569991829796071
video_01,q001,a man with a red backpack,6.5,0.2668292224407196,0.11018280684947968,1.460745930671692,1.2917540073394775,1.355125904083252,645.8333740234375,623.7554321289062,665.2221069335938,649.9052734375,425,647.0,622.0,666.0,650.0,0.09692993760108948,red,0.6282352805137634,1.0,0.5121310472488403,0.8844866010877821,19.38873291015625,26.14984130859375,507.012288775295,0.01748535633087156,-0.012259123060438415,0.04270942679215085,139.5728599987924,0.9574066419336321
video_01,q001,a man with a red backpack,7.0,0.2506166696548462,0.13183358311653137,1.334702968597412,2.0405044555664062,1.7758288383483887,661.7621459960938,616.3369750976562,680.6722412109375,639.90966796875,493,663.0,613.0,684.0,644.0,0.08447057753801346,red,0.5111562013626099,1.0,0.5243884325027466,0.8723935021294488,18.91009521484375,23.57269287109375,445.7618666626513,0.012257385253906294,-0.012093098958333326,0.03443756876893153,-61.25042211264372,0.9589445654218531
video_01,q001,a man with a red backpack,7.5,0.2657199800014496,0.0948319360613823,1.4521222114562988,0.7608736157417297,1.0200917720794678,681.7162475585938,607.1547241210938,701.6265258789062,630.1251220703125,396,682.0,606.0,702.0,630.0,0.12930022180080414,red,0.618686854839325,1.0,0.5403682708740234,0.8592221154106988,19.9102783203125,22.97039794921875,457.3470162972808,0.01597983837127681,-0.013171386718749956,0.04141693675138196,11.585149634629488,0.9591280175862097
video_01,q001,a man with a red backpack,8.0,0.2591460645198822,0.11239728331565857,1.401013970375061,1.3683373928070068,1.3805911540985107,696.934814453125,599.4869995117188,717.1096801757812,622.1863403320312,348,697.0,598.0,717.0,622.0,0.10707078129053116,red,0.6666666865348816,1.0,0.5523611307144165,0.8483842637803819,20.17486572265625,22.6993408203125,457.95615304261446,0.01199285984039311,-0.01083785163031692,0.03232879305585515,0.6091367453336716,0.9603121462295389
video_01,q001,a man with a red backpack,8.5,0.2589823007583618,0.1273302584886551,1.3997408151626587,1.8847657442092896,1.7028814554214478,713.45068359375,593.0136108398438,733.39208984375,615.7500610351562,368,714.0,592.0,734.0,617.0,0.09692263603210449,red,0.64402174949646,1.0,0.5651729583740235,0.8394192165798611,19.94140625,22.7364501953125,453.3967900276184,0.012811827659606978,-0.008965047200520826,0.03127395077613551,-4.559363014996052,0.9613434647078833
video_01,q001,a man with a red backpack,9.0,0.27146151661872864,0.1176958978176117,1.496759295463562,1.5515798330307007,1.531022071838379,725.550048828125,586.4407348632812,744.18408203125,607.6034545898438,355,727.0,586.0,746.0,610.0,0.09351973235607147,red,0.6422535181045532,1.0,0.5741148948669433,0.8291973537868924,18.634033203125,21.1627197265625,394.34682205319405,0.008941936492919855,-0.010221862792968661,0.027162084397313026,-59.04996797442436,0.9625509312340376
video_01,q001,a man with a red backpack,9.5,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,10.0,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,10.5,0.26147690415382385,0.10214150696992874,1.4191348552703857,1.0136611461639404,1.1657137870788574,763.0164794921875,570.2804565429688,780.7846069335938,590.8832397460938,337,763.0,569.0,782.0,592.0,0.10095842182636261,red,0.6557863354682922,1.0,0.6030472993850708,0.8063636779785156,17.76812744140625,20.602783203125,366.07287760078907,0.028932404518127508,-0.022833675808376808,0.024571535312431173,-28.273944452404976,0.9637598114878658
video_01,q001,a man with a red backpack,11.0,0.27648797631263733,0.09341026842594147,1.5358370542526245,0.7117079496383667,1.0207563638687134,773.2537841796875,566.7377319335938,789.11328125,586.4907836914062,293,774.0,566.0,791.0,588.0,0.07449015229940414,red,0.6757678985595703,1.0,0.6102996349334717,0.8008531358506944,15.8594970703125,19.7530517578125,313.2734664827585,0.007252335548400879,-0.005510542127821205,0.018216744544412026,-52.79941111803055,0.9652626951164126
video_01,q001,a man with a red backpack,11.5,0.2820536494255066,0.10801923274993896,1.5791068077087402,1.2169309854507446,1.3527469635009766,786.8572998046875,561.310791015625,804.7598266601562,579.9388427734375,303,787.0,560.0,806.0,581.0,0.09492932260036469,red,0.6303630471229553,1.0,0.6217254400253296,0.7925344679090712,17.90252685546875,18.6280517578125,333.48919685930014,0.011425805091857866,-0.00831866794162317,0.028266535572660064,20.215730376541615,0.9658163807512914
video_01,q001,a man with a red backpack,12.0,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,12.5,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,13.0,0.0,,-0.6136924028396606,,-0.6136924028396606,,,,,0,,,,,,red,,,,,,,,,,,,
video_01,q001,a man with a red backpack,13.5,0.2632066011428833,0.10857123136520386,1.4325822591781616,1.236020803451538,1.309731364250183,834.6133422851562,541.221923828125,849.63134765625,560.4782104492188,243,836.0,541.0,853.0,562.0,0.10082189738750458,red,0.6666666865348816,1.0,0.6579080820083618,0.7650695376925998,15.01800537109375,19.25628662109375,289.19101590290666,0.03618264198303223,-0.02746493021647145,0.022712914677931215,-44.29818095639348,0.9666620107539144
video_01,q001,a man with a red backpack,14.0,0.2766123414039612,0.1133062019944191,1.5368038415908813,1.3997706174850464,1.451158046722412,846.8616943359375,538.1190185546875,863.5330200195312,557.2716064453125,350,847.0,536.0,865.0,563.0,0.062223032116889954,red,0.41999998688697815,1.0,0.668122935295105,0.7606879340277778,16.67132568359375,19.152587890625,319.2990304082632,0.010214853286743208,-0.004381603664821987,0.022229860849341365,30.10801450535655,0.967426227635732
